2019-03-13 10:57:47,193 [10] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,470 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,489 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,559 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,565 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,567 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,693 [10] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:47,694 [10] WARN  Umbraco.Web.UmbracoModule - [Thread 8] Umbraco is not configured
2019-03-13 10:57:53,040 [10] INFO  Umbraco.Web.Install.Steps.Database - [Thread 8] Updated Umbraco membership providers, set useLegacyEncoding to false.
2019-03-13 10:57:53,287 [10] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 17] Application shutdown. Reason: ConfigurationChange
2019-03-13 10:57:54,105 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Determining hash of code files on disk
2019-03-13 10:57:54,111 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Hash determined (took 3ms)
2019-03-13 10:57:54,116 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2019-03-13 10:57:55,205 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 20 (took 1088ms)
2019-03-13 10:57:55,215 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2019-03-13 10:57:55,220 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 4ms)
2019-03-13 10:57:55,220 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2019-03-13 10:57:55,227 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 11 (took 6ms)
2019-03-13 10:57:55,234 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2019-03-13 10:57:55,237 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 2ms)
2019-03-13 10:57:55,237 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2019-03-13 10:57:55,239 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 2ms)
2019-03-13 10:57:55,240 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2019-03-13 10:57:55,247 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 6ms)
2019-03-13 10:57:55,247 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2019-03-13 10:57:55,250 [23] INFO  Umbraco.Core.PluginManager - [Thread 24] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 3ms)
2019-03-13 10:57:55,256 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,256 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,257 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,274 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,328 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,334 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:57:55,334 [23] INFO  Umbraco.Core.ApplicationContext - [Thread 24] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:02,832 [23] INFO  Umbraco.Core.DatabaseContext - [Thread 8] Configured a new ConnectionString using the 'System.Data.SqlClient' provider.
2019-03-13 10:59:03,088 [23] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 17] Application shutdown. Reason: ConfigurationChange
2019-03-13 10:59:03,773 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Determining hash of code files on disk
2019-03-13 10:59:03,779 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Hash determined (took 3ms)
2019-03-13 10:59:03,783 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2019-03-13 10:59:03,895 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 20 (took 110ms)
2019-03-13 10:59:03,929 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2019-03-13 10:59:03,930 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
2019-03-13 10:59:03,930 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
2019-03-13 10:59:03,930 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 11 (took 0ms)
2019-03-13 10:59:03,937 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Web.Mvc.SurfaceController
2019-03-13 10:59:03,937 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 4 (took 0ms)
2019-03-13 10:59:03,937 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
2019-03-13 10:59:03,938 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 3 (took 0ms)
2019-03-13 10:59:03,938 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
2019-03-13 10:59:03,939 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 3 (took 0ms)
2019-03-13 10:59:03,939 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
2019-03-13 10:59:03,939 [38] INFO  Umbraco.Core.PluginManager - [Thread 29] Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 1 (took 0ms)
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,982 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
2019-03-13 10:59:03,995 [38] INFO  Umbraco.Core.ApplicationContext - [Thread 29] CurrentVersion different from configStatus: '6.2.1',''
